name,family,gf_type,incoming_velocity,outgoing_velocity,angle
feintrun_roulette_3_3_000,feint,movement_special,sprint,sprint,000
feintrun_roulette_3_3_f045,feint,movement_special,sprint,sprint,045
feintrun_roulette_3_3_f090,feint,movement_special,sprint,sprint,090
feintrun_roulette_3_3_f303_y0_out_ver23,feint,movement_special,sprint,sprint,303
feintrun_roulette_3_3_ribery_f090,feint,movement_special,sprint,sprint,090
feintrun_roulette_triple_lift_2_3_f270_y0_sole_sole_toe_ver23,feint,movement_special,walk,sprint,270
feintrun_roulette_triple_lift_2_3_f292_y0_sole_sole_toe_ver23,feint,movement_special,walk,sprint,292
feintrun_roulettesingle_3_3_000,feint,movement_special,sprint,sprint,000
feintrun_roulettesingle_3_3_045,feint,movement_special,sprint,sprint,045
feintrun_roulettesingle_3_3_090,feint,movement_special,sprint,sprint,090
feintrun_roulettetriple_3_3_f045_y0_axisback_in_ver03,feint,movement_special,sprint,sprint,045
feintrun_roulettetriple_3_3_f067_y0_out_Ltouch_ver01,feint,movement_special,sprint,sprint,067
feintrun_roulettetriple_meialua_3_3_f135_y0_out_Ltouch_ver01,feint,movement_special,sprint,sprint,135
feintrun_scissors_1_1_000_y0_ver03,feint,movement_special,dribble,dribble,000
feintrun_scissors_2_2_000_y0_ver01,feint,movement_special,walk,walk,000
feintrun_scissors_2_2_000_y0_ver03,feint,movement_special,walk,walk,000
feintrun_scissors_3_3_000_y0_ver01,feint,movement_special,sprint,sprint,000
feintrun_scissors_3_3_000_y0_ver03,feint,movement_special,sprint,sprint,000
feintrun_scissors_doubletouch_3_3_000_y0_in_ver01,feint,movement_special,sprint,sprint,000
feintrun_scissors_trap_3_4_011_y0_near_in_ver12,feint,movement_special,sprint,sprint,011
feintrun_scissors_turn_3_3_f045_y0_in_Ltouch_ver01,feint,movement_special,sprint,sprint,045
feintrun_scissorsin_3_3_045_in,feint,movement_special,sprint,sprint,045
feintrun_scissorsin_3_3_090_in,feint,movement_special,sprint,sprint,090
feintrun_scissorsin_3_3_135_in,feint,movement_special,sprint,sprint,135
feintrun_scissorsin_3_3_180_in,feint,movement_special,sprint,sprint,180
feintrun_scissorsin_3_3_f045_out,feint,movement_special,sprint,sprint,045
feintrun_scissorsin_3_3_f090_out,feint,movement_special,sprint,sprint,090
feintrun_scissorsin_3_3_f135_out,feint,movement_special,sprint,sprint,135
feintrun_scissorsin_3_3_f180_out,feint,movement_special,sprint,sprint,180
feintrun_shakefoot_2_1_000_y0_notouch_ver23,feint,movement_special,walk,dribble,000
feintrun_shakefoot_2_2_000_y0_ver03,feint,movement_special,walk,walk,000
feintrun_stepkick_3_4_f000_y0_ver23,feint,movement_special,sprint,sprint,000
feintrun_stepkick_3_4_f045_y0_ver23,feint,movement_special,sprint,sprint,045
feintrun_stepkick_meialua_2_3_f067_y0_ver12,feint,movement_special,walk,sprint,067
feintrun_stepover_3_0_f090_y0_ver20,feint,movement_special,sprint,idle,090
feintrun_stepover_3_2_000_y0_ver03,feint,movement_special,sprint,walk,000
feintrun_stepover_3_3_000_in,feint,movement_special,sprint,sprint,000
feintrun_through_3_0_000_y0,feint,movement_special,sprint,idle,000
feintrun_through_3_0_000_y4,feint,movement_special,sprint,idle,000
feintrun_through_3_0_000_y6,feint,movement_special,sprint,idle,000
feintrun_through_3_0_s_000_y6,feint,movement_special,sprint,idle,000
feintrun_through_3_3_s_000_y0,feint,movement_special,sprint,sprint,000
feintrun_through_3_3_s_000_y2,feint,movement_special,sprint,sprint,000
feintrun_through_3_3_s_000_y4,feint,movement_special,sprint,sprint,000
feintrun_through_3_3_s_000_y8,feint,movement_special,sprint,sprint,000
feintrun_through_3_4_f045,feint,movement_special,sprint,sprint,045
feintrun_through_3_4_f090,feint,movement_special,sprint,sprint,090
feintrun_trap_3_3_090_sole_Axisback,feint,movement_special,sprint,sprint,090
feintrun_trap_accordion_3_3_f090_y0_in_ver21,feint,movement_special,sprint,sprint,090
feintrun_trap_accordion_3_3_f135_y0_in_ver21,feint,movement_special,sprint,sprint,135
feintrun_trap_accordion_3_3_f180_y0_in_ver21,feint,movement_special,sprint,sprint,180
feintrun_trap_rotation_3_0_f180_y0_in_ver11,feint,movement_special,sprint,idle,180
feintrun_trap_roulette_3_3_360_y0_in_ver23,feint,movement_special,sprint,sprint,360
feintrun_trapboomerang_3_4_f090_y0,feint,movement_special,sprint,sprint,090
feintrun_trapboomerang_3_4_f090_y2,feint,movement_special,sprint,sprint,090
feintrun_trapthrough_4_4_s_000_y0_ver12,feint,movement_special,sprint,sprint,000
feintside_trap_3_0_000_y3_axisback_in_ver03,feint,movement_special,sprint,idle,000
feintslide045_bodyfake_3_3_slide_045_L,feint,movement_special,sprint,sprint,045
feintslide045_bodyfake_3_3_slide_045_R,feint,movement_special,sprint,sprint,045
feintslide045_sciin_3_3_slide_045_L,feint,movement_special,sprint,sprint,045
feintslide045_sciin_3_3_slide_045_R,feint,movement_special,sprint,sprint,045
feintslide045_sciout_3_3_slide_045_L,feint,movement_special,sprint,sprint,045
feintslide045_sciout_3_3_slide_045_R,feint,movement_special,sprint,sprint,045
feintslide090_bodyfake_3_3_slide_090_L,feint,movement_special,sprint,sprint,090
feintslide090_bodyfake_3_3_slide_090_R,feint,movement_special,sprint,sprint,090
feintslide090_sciin_3_3_slide_090_L,feint,movement_special,sprint,sprint,090
feintslide090_sciin_3_3_slide_090_R,feint,movement_special,sprint,sprint,090
feintslide090_sciout_3_3_slide_090_L,feint,movement_special,sprint,sprint,090
feintslide090_sciout_3_3_slide_090_R,feint,movement_special,sprint,sprint,090
fk_idle,other,unknown,,,
fk_idle2,other,unknown,,,
fk_idle_bale,other,unknown,,,
fk_idle_beckham_2002,other,unknown,,,
fk_idle_cristiano,other,unknown,,,
fk_idle_dummy_13,other,unknown,,,
fk_idle_dummy_14,other,unknown,,,
fk_idle_dummy_15,other,unknown,,,
fk_idle_dummy_16,other,unknown,,,
fk_idle_honda,other,unknown,,,
fk_idle_jadson,other,unknown,,,
fk_idle_reus,other,unknown,,,
fk_idle_ronaldinho_2,other,unknown,,,
fk_idle_sub,other,unknown,,,
fk_kick_short_135,other,unknown,,,135
fk_kick_short_f045,other,unknown,,,045
fk_runup,other,unknown,,,
fk_runup_bale,other,unknown,,,
fk_runup_beckham,other,unknown,,,
fk_runup_beckham_2002,other,unknown,,,
fk_runup_cristiano,other,unknown,,,
fk_runup_dummy_13,other,unknown,,,
fk_runup_dummy_14,other,unknown,,,
fk_runup_dummy_15,other,unknown,,,
fk_runup_dummy_16,other,unknown,,,
fk_runup_honda,other,unknown,,,
fk_runup_jadson,other,unknown,,,
fk_runup_pass,other,unknown,,,
fk_runup_reus,other,unknown,,,
fk_runup_robecal,other,unknown,,,
fk_runup_ronaldinho,other,unknown,,,
fk_runup_ronaldinho_2,other,unknown,,,
fk_runup_sub,other,unknown,,,
fk_side_L,other,unknown,,,
fk_side_R,other,unknown,,,
fk_through,other,unknown,,,
gdml_pk_goal_gk_connect01_rise_hop_01_045,other,unknown,,,045
gdml_pk_goal_gk_connect01_rise_hop_02_045,other,unknown,,,045
gdml_pk_goal_gk_connect01_rise_kneeR_01_045,other,unknown,,,045
gdml_pk_goal_gk_connect01_rise_kneeR_02_000,other,unknown,,,000
gdml_pk_goal_shoot_000_connect01_front_left_01_135,other,unknown,,,000
gdml_pk_goal_shoot_000_connect01_front_left_02_135,other,unknown,,,000
gdml_pk_goal_shoot_000_connect01_front_right_01_150,other,unknown,,,000
gdml_pk_goal_shoot_000_connect01_front_right_02_135,other,unknown,,,000
gdml_pk_goal_shoot_000_connect02_front_both_01_135,other,unknown,,,000
gdml_pk_goal_shoot_000_connect02_front_both_02_135,other,unknown,,,000
gdml_pk_goal_shoot_000_connect02_front_left_01_f135,other,unknown,,,000
gdml_pk_goal_shoot_000_connect02_front_left_02_f135,other,unknown,,,000
gdml_pk_goal_shoot_045_connect02_side_both_01_090,other,unknown,,,045
gdml_pk_goal_shoot_045_connect02_side_both_02_115,other,unknown,,,045
gdml_pk_miss_gk_connect01_catch_idle_halfsit_01_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_catch_idle_halfsit_02_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_catch_idle_stand_01_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_catch_idle_stand_02_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_catch_idle_stand_hold_01_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_catch_idle_stand_hold_02_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_rise_hop_01_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_rise_hop_02_045,other,unknown,,,045
gdml_pk_miss_gk_connect01_rise_kneeR_01_045,other,unknown,,,045
gdml_pk_miss_shoot_000_connect01_front_left_01_135,other,unknown,,,000
gdml_pk_miss_shoot_000_connect01_front_left_02_135,other,unknown,,,000
gdml_pk_miss_shoot_000_connect01_front_right_01_f145,other,unknown,,,000
gdml_pk_miss_shoot_000_connect01_front_right_02_f135,other,unknown,,,000
gdml_pk_miss_shoot_000_connect02_front_both_01_135,other,unknown,,,000
gdml_pk_miss_shoot_000_connect02_front_both_02_135,other,unknown,,,000
gdml_pk_miss_shoot_000_connect02_front_left_01_135,other,unknown,,,000
gdml_pk_miss_shoot_000_connect02_front_left_02_135,other,unknown,,,000
gdml_pk_miss_shoot_045_connect02_side_both_01_135,other,unknown,,,045
gdml_pk_miss_shoot_045_connect02_side_both_02_135,other,unknown,,,045
gdml_pk_win_gk_connect01_catch_idle_halfsit_01_000,other,unknown,,,000
gdml_pk_win_gk_connect01_catch_idle_stand_01_000,other,unknown,,,000
gdml_pk_win_gk_connect01_catch_idle_stand_hold_01_000,other,unknown,,,000
gdml_pk_win_gk_connect01_rise_hop_01_f045,other,unknown,,,045
gdml_pk_win_gk_connect01_rise_kneeR_01_000,other,unknown,,,000
gdml_pk_win_shoot_000_connect01_front_left_f180,other,unknown,,,000
gdml_pk_win_shoot_000_connect01_front_right_180,other,unknown,,,000
gdml_pk_win_shoot_000_connect02_front_both_180,other,unknown,,,000
gdml_pk_win_shoot_000_connect02_front_left_f180,other,unknown,,,000
gdml_pk_win_shoot_045_connect02_side_both_160,other,unknown,,,045
gkblock_lie_f00_0_0_000_dive,keeper,keeper,idle,idle,000
gkblock_lie_f00_0_0_y04_000_dive,keeper,keeper,idle,idle,000
gkblock_lie_f03_0_0_y04_000_dive_body,keeper,keeper,idle,idle,000
gkblock_lie_s02_0_0_y02_000_otherside,keeper,keeper,idle,idle,000
gkblock_lie_s02_0_3_000_dive,keeper,keeper,idle,sprint,000
gkblock_lie_s02_0_3_090_dive,keeper,keeper,idle,sprint,090
gkblock_lie_s03_0_0_y00_000_otherside,keeper,keeper,idle,idle,000
gkblock_lie_s04_0_3_f090_dive,keeper,keeper,idle,sprint,090
gkblock_s01_otherside_3_0_after_y01,keeper,keeper,sprint,idle,
gkblock_s01_otherside_3_0_after_y05,keeper,keeper,sprint,idle,
gkblock_s03_3_0_000_postcrash,keeper,keeper,sprint,idle,000
gkblockcover_crash_f03_3_0_y02,keeper,keeper,sprint,idle,
gkblockcover_f00_0_0_y00,keeper,keeper,idle,idle,
gkblockcover_f00_0_0_y02,keeper,keeper,idle,idle,
gkblockcover_f00_0_0_y04,keeper,keeper,idle,idle,
gkblockcover_f00_0_0_y06,keeper,keeper,idle,idle,
gkblockcover_f01_0_0_y02,keeper,keeper,idle,idle,
gkblockcover_f01_0_0_y04,keeper,keeper,idle,idle,
gkblockcover_f01_0_0_y06,keeper,keeper,idle,idle,
gkblockcover_f02_dive_3_0_y02_low,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y00,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y02,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y02_low,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y02_slidingCancel,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y02_wide,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y04,keeper,keeper,sprint,idle,
gkblockcover_f03_dive_3_0_y06,keeper,keeper,sprint,idle,
gkblockcover_s01_0_0_y02,keeper,keeper,idle,idle,
gkblockcover_s01_0_0_y04,keeper,keeper,idle,idle,
gkblockcover_s01_0_0_y06,keeper,keeper,idle,idle,
gkblockcover_s02_dive_0_0_y02,keeper,keeper,idle,idle,
gkblockcover_s02_dive_0_0_y04,keeper,keeper,idle,idle,
gkblockcover_s02_dive_0_0_y06,keeper,keeper,idle,idle,
gkblockcover_s03_3_0_y00,keeper,keeper,sprint,idle,
gkblockcover_s03_dive_0_0_y02,keeper,keeper,idle,idle,
gkblockcover_s03_dive_0_0_y04,keeper,keeper,idle,idle,
gkblockcover_s03_dive_0_0_y06,keeper,keeper,idle,idle,
gkblockcover_s04_dive_0_0_y00,keeper,keeper,idle,idle,
gkblockcover_s04_dive_0_0_y02,keeper,keeper,idle,idle,
gkblockcover_s04_dive_0_0_y02_punch,keeper,keeper,idle,idle,
gkblockcover_s04_dive_0_0_y04,keeper,keeper,idle,idle,
gkblockcover_s04_dive_0_0_y06,keeper,keeper,idle,idle,
gkcatch_b00_0_0_y00,keeper,keeper,idle,idle,
gkcatch_b03_0_0_y08,keeper,keeper,idle,idle,
gkcatch_b03_0_0_y10,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y00,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y02,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y02_light,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y04,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y04_light,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y06,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y06_hard,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y08,keeper,keeper,idle,idle,
gkcatch_f00_0_0_y10,keeper,keeper,idle,idle,
gkcatch_f00_hold_0_0_y00,keeper,keeper,idle,idle,
gkcatch_f00_hold_0_0_y02,keeper,keeper,idle,idle,
gkcatch_f00_hold_0_0_y04,keeper,keeper,idle,idle,
gkcatch_f02_dive_3_0_y00_fast,keeper,keeper,sprint,idle,
gkcatch_f02_diveline_3_0_y00,keeper,keeper,sprint,idle,
gkcatch_f02_diveline_3_0_y02,keeper,keeper,sprint,idle,
gkcatch_f02_diveline_3_0_y05,keeper,keeper,sprint,idle,
gkcatch_f03_3_3_y00,keeper,keeper,sprint,sprint,
gkcatch_f03_3_3_y02,keeper,keeper,sprint,sprint,
gkcatch_f03_3_3_y04,keeper,keeper,sprint,sprint,
gkcatch_f03_3_3_y06,keeper,keeper,sprint,sprint,
gkcatch_f03_3_3_y08,keeper,keeper,sprint,sprint,
gkcatch_f03_3_3_y10,keeper,keeper,sprint,sprint,
gkcatch_f03_dive_3_0_y00,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y00_fast,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y02,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y02_fast,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y04,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y04_fast,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y06,keeper,keeper,sprint,idle,
gkcatch_f03_dive_3_0_y06_fast,keeper,keeper,sprint,idle,
gkcatch_f03_diveguard_3_0_y00,keeper,keeper,sprint,idle,
gkcatch_f03_diveguard_3_0_y02,keeper,keeper,sprint,idle,
gkcatch_f03_diveguard_3_0_y04,keeper,keeper,sprint,idle,
gkcatch_f03_diveguard_3_0_y06,keeper,keeper,sprint,idle,
gkcatch_lie_f04_0_3_000_dive,keeper,keeper,idle,sprint,000
gkcatch_lie_f05_0_3_000_dive,keeper,keeper,idle,sprint,000
gkcatch_lie_near_000,keeper,keeper,,,000
gkcatch_lie_near_090,keeper,keeper,,,090
gkcatch_lie_near_180,keeper,keeper,,,180
gkcatch_lie_near_y04_000,keeper,keeper,,,000
gkcatch_lie_s02_0_3_000_dive,keeper,keeper,idle,sprint,000
gkcatch_lie_s02_0_3_090_dive,keeper,keeper,idle,sprint,090
gkcatch_lie_s02_0_3_f090_dive,keeper,keeper,idle,sprint,090
gkcatch_lie_s04_0_3_090_dive,keeper,keeper,idle,sprint,090
gkcatch_lie_s04_0_3_f090_dive,keeper,keeper,idle,sprint,090
gkcatch_s01_0_0_y00,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y02,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y04,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y06,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y08,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y08_back,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y10,keeper,keeper,idle,idle,
gkcatch_s01_0_0_y10_back,keeper,keeper,idle,idle,
gkcatch_s01_3_0_y00_045,keeper,keeper,sprint,idle,045
gkcatch_s01_slide_0_0_y00,keeper,keeper,idle,idle,
gkcatch_s01_slide_0_0_y02,keeper,keeper,idle,idle,
gkcatch_s01_slide_0_0_y04,keeper,keeper,idle,idle,
gkcatch_s01_slide_0_0_y06,keeper,keeper,idle,idle,
gkcatch_s01_slide_0_0_y08,keeper,keeper,idle,idle,
gkcatch_s01_slide_0_0_y10,keeper,keeper,idle,idle,
gkcatch_s01b01_2_0_y00,keeper,keeper,walk,idle,
gkcatch_s02_0_0_y00,keeper,keeper,idle,idle,
gkcatch_s02_0_0_y02,keeper,keeper,idle,idle,
gkcatch_s02_0_0_y04,keeper,keeper,idle,idle,
gkcatch_s02_0_0_y04_long,keeper,keeper,idle,idle,
gkcatch_s02_0_0_y06,keeper,keeper,idle,idle,
gkcatch_s02_0_0_y08,keeper,keeper,idle,idle,
gkcatch_s02_0_0_y10,keeper,keeper,idle,idle,
gkcatch_s02_0_2_y00_stand,keeper,keeper,idle,walk,
gkcatch_s02_0_2_y02_stand,keeper,keeper,idle,walk,
gkcatch_s02_0_2_y04_stand,keeper,keeper,idle,walk,
gkcatch_s02_0_2_y06_stand,keeper,keeper,idle,walk,
gkcatch_s02_0_2_y08_stand,keeper,keeper,idle,walk,
gkcatch_s02_0_2_y10_stand,keeper,keeper,idle,walk,
gkcatch_s03_0_0_y00,keeper,keeper,idle,idle,
gkcatch_s03_0_0_y02,keeper,keeper,idle,idle,
gkcatch_s03_0_0_y04,keeper,keeper,idle,idle,
gkcatch_s03_0_0_y06,keeper,keeper,idle,idle,
gkcatch_s03_0_0_y08,keeper,keeper,idle,idle,
gkcatch_s03_0_0_y10,keeper,keeper,idle,idle,
gkcatch_s03b01_2_0_y00_line,keeper,keeper,walk,idle,
gkcatch_s03b01_2_0_y02_line,keeper,keeper,walk,idle,
gkcatch_s04_0_0_y00,keeper,keeper,idle,idle,
gkcatch_s04_0_0_y02,keeper,keeper,idle,idle,
gkcatch_s04_0_0_y04,keeper,keeper,idle,idle,
gkcatch_s04_0_0_y06,keeper,keeper,idle,idle,
gkcatch_s04_0_0_y08,keeper,keeper,idle,idle,
gkcatch_s04_0_0_y10,keeper,keeper,idle,idle,
gkcatch_s05_0_0_y00,keeper,keeper,idle,idle,
gkcatch_s05_0_0_y02,keeper,keeper,idle,idle,
gkcatch_s05_0_0_y04,keeper,keeper,idle,idle,
gkcatch_s05_0_0_y06,keeper,keeper,idle,idle,
gkcatch_s05_0_0_y08,keeper,keeper,idle,idle,
gkcatch_s05_0_0_y10,keeper,keeper,idle,idle,
gkclear_lie_f04_0_3_000,keeper,keeper,idle,sprint,000
gkclear_lie_s02_0_3_000,keeper,keeper,idle,sprint,000
gkclear_lie_s02_0_3_090,keeper,keeper,idle,sprint,090
gkclear_lie_s02_0_3_f090,keeper,keeper,idle,sprint,090
gkcoaching_high_0_0_lower_goalkick,keeper,keeper,idle,idle,
gkcoaching_high_0_0_up_goalkick,keeper,keeper,idle,idle,
gkcollapsingFoot_f00_0_0_y02,keeper,keeper,idle,idle,
gkcollapsing_F00b02_y06,keeper,keeper,,,
gkcollapsing_f00_0_0_y00,keeper,keeper,idle,idle,
gkcollapsing_f00_0_0_y02,keeper,keeper,idle,idle,
gkcollapsing_f00_0_0_y04,keeper,keeper,idle,idle,
gkcollapsing_f00_0_0_y06,keeper,keeper,idle,idle,
gkcollapsing_f00_0_0_y08,keeper,keeper,idle,idle,
gkcollapsing_f00_0_0_y10,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y00,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y02,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y04,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y04_stand,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y06,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y06_long,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y06_stand,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y08,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y08_stand,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y10,keeper,keeper,idle,idle,
gkcollapsing_s01_0_0_y10_crossbar,keeper,keeper,idle,idle,
gkcollapsing_s01b01_2_0_y00,keeper,keeper,walk,idle,
gkcollapsing_s01b01_2_0_y02,keeper,keeper,walk,idle,
gkcollapsing_s01b01_2_0_y04,keeper,keeper,walk,idle,
gkcollapsing_s01b01_2_0_y06,keeper,keeper,walk,idle,
gkcollapsing_s01b01_2_0_y08,keeper,keeper,walk,idle,
gkcollapsing_s01b01_2_0_y10,keeper,keeper,walk,idle,
